CO_ENTIDADE,NO_ENTIDADE
24024520,ESCOLA MUNICIPAL ANTONIO CORTEZ DA SILVA
24024538,ESCOLA MUNICIPAL 1º GRAU PROFESSOR RAIMUNDO NONATO DE LIMA
24024678,ESCOLA MUNICIPAL AGOSTINHO CORDEIRO DOS REIS
24024694,ESCOLA MUNICIPAL FRANCISCO PINTO DE MESQUITA
24024708,ESCOLA MUNICIPAL JOAQUIM BARBOSA DE MEDEIROS
24024716,ESCOLA MUNICIPAL JOSE JOAQUIM DA SILVA
24024767,ESCOLA MUNICIPAL JOAO MEDEIROS DA SILVA
24075183,CRECHE MUNICIPAL HERISON MAIA CAMARA
24075191,CRECHE MUNICIPAL CAMINHO PARA O FUTURO
